QUESTION,GROUND TRUTH,RETRIEVED ANSWER K=1,RETRIEVED ANSWER K=2,SIMILARITY SCORE K=1,SIMILARITY SCORE K=2,DISTANCE K=1,DISTANCE K=2
How should an operator assemble the suction hose using the supplied components?,"ASSEMBLY INSTRUCTIONS
Install a rubber packing onto one of the 1 inch hose fittings. Slide a hose fitting nut over the fitting. Slide two hose clamps over the suction hose. Attach the hose coupler assembly and
strainer to either end and tighten the hose clamps.
Due to different operator requirements, the outlet hose is not provided. Three hose fittings are
supplied with water pump to be used with either 5/8, 3/4 or 1 inch inside diameter hose. Select
an outlet hose that is the suitable diameter and length for your application.
Once you have selected the outlet hose, assemble the appr","STEP Locate and identify all the components (see sketch). STEP Prepare the flat head screwdriver, Using the BAND, connect the BENT PIPE and FLEXIBLE PIPE to the blower, and the SWIVEL PIPE to the FLEXIBLE PIPE (see sketch).","and the SWIVEL PIPE to the FLEXIBLE PIPE (see sketch). STEP Assemble the STRAIGHT PIPE, BENT PIPE, and END PIPE, then connect them to the SWIVEL PIPE (see sketch). STEP Slides THROTTLE LEVER over SWIVEL PIPE and tighten retainer knob (see page 9). CLAMP STRAIGHT PIPE END PIPE",0.3502458333969116,0.3331318497657776,1.1399598121643066,1.1548751592636108
"Group the assembly steps into stages: preparation, fitting, and final connection.","ASSEMBLY INSTRUCTIONS
Install a rubber packing onto one of the 1 inch hose fittings. Slide a hose fitting nut over the fitting. Slide two hose clamps over the suction hose. Attach the hose coupler assembly and
strainer to either end and tighten the hose clamps.
Due to different operator requirements, the outlet hose is not provided. Three hose fittings are
supplied with water pump to be used with either 5/8, 3/4 or 1 inch inside diameter hose. Select
an outlet hose that is the suitable diameter and length for your application.
Once you have selected the outlet hose, assemble the appr","STEP Locate and identify all the components (see sketch). STEP Prepare the flat head screwdriver, Using the BAND, connect the BENT PIPE and FLEXIBLE PIPE to the blower, and the SWIVEL PIPE to the FLEXIBLE PIPE (see sketch).",ASSEMBLY INSTRUCTIONS EMISSION CONTROL INFORMATION BEFORE OPERATION MAINTENANCE This symbol accompanied the words WARNING and DANGER,0.3502458333969116,-0.016086135059595108,1.1399598121643066,1.4255428314208984
What does the instruction about selecting a suitable outlet hose imply about the pump’s design?,"ASSEMBLY INSTRUCTIONS
Install a rubber packing onto one of the 1 inch hose fittings. Slide a hose fitting nut over the fitting. Slide two hose clamps over the suction hose. Attach the hose coupler assembly and
strainer to either end and tighten the hose clamps.
Due to different operator requirements, the outlet hose is not provided. Three hose fittings are
supplied with water pump to be used with either 5/8, 3/4 or 1 inch inside diameter hose. Select
an outlet hose that is the suitable diameter and length for your application.
Once you have selected the outlet hose, assemble the appr","STEP Locate and identify all the components (see sketch). STEP Prepare the flat head screwdriver, Using the BAND, connect the BENT PIPE and FLEXIBLE PIPE to the blower, and the SWIVEL PIPE to the FLEXIBLE PIPE (see sketch).","and the SWIVEL PIPE to the FLEXIBLE PIPE (see sketch). STEP Assemble the STRAIGHT PIPE, BENT PIPE, and END PIPE, then connect them to the SWIVEL PIPE (see sketch). STEP Slides THROTTLE LEVER over SWIVEL PIPE and tighten retainer knob (see page 9). CLAMP STRAIGHT PIPE END PIPE",0.3502458333969116,0.3331318497657776,1.1399598121643066,1.1548751592636108
What safety concept is emphasized across all fuel-related instructions?,"ASSEMBLY INSTRUCTIONS Install a rubber packing onto one of the 1 inch hose fittings. Slide a hose fitting nut over the fitting. Slide two hose clamps over the suction hose. Attach the hose coupler assembly and strainer to either end and tighten the hose clamps. Due to different operator requirements, the outlet hose is not provided. Three hose fittings are supplied with water pump to be used with either 5/8, 3/4 or 1 inch inside diameter hose. Select an outlet hose that is the suitable diameter and length for your application. Once you have selected the outlet hose, assemble the appr","footwear, long pant, and long sleeved shirt. 10. Gasoline is highly flammable handle carefully. not smoke while handling gasoline. Use approved fuel container for storing the gasoline oil mixture. not fill the fuel tank when the engine is hot or running",during cap removal. Always shake the premix fuel container momentarily before filling the fuel tank. Always use spout or funnel when fueling to reduce fuel spillage. Only fill the tank to within inch from the top the tank. Avoid filing to the top the tank filler neck. NOTE,-0.0009953118860721588,0.07447563111782074,1.414917230606079,1.360532522201538
"Identify and list all actions aimed at preventing fire hazards.
","ASSEMBLY INSTRUCTIONS
Install a rubber packing onto one of the 1 inch hose fittings. Slide a hose fitting nut over the fitting. Slide two hose clamps over the suction hose. Attach the hose coupler assembly and
strainer to either end and tighten the hose clamps.
Due to different operator requirements, the outlet hose is not provided. Three hose fittings are
supplied with water pump to be used with either 5/8, 3/4 or 1 inch inside diameter hose. Select
an outlet hose that is the suitable diameter and length for your application.
Once you have selected the outlet hose, assemble the appr",This symbol accompanied the words WARNING and DANGER calls attention to act or condition that can lead to serious personal injury to operator and bystanders. Prohibition fire Don put naked flame close to place where supplying fuel or doing maintenance.,"22. To reduce the risk injury associated with contacting rotating part, stop the engine before installing or removing attachments. 23. To reduce the risk fire and burn injury -Move at least 10ft (3m) away from the fueling point before starting engine.",-0.11334499716758728,0.11804283410310745,1.4922099113464355,1.3281244039535522
Why is it necessary to use a strainer with any suction hose?," Fix the suction hose and the outlet hose to the pump, as shown.
WARNING: Always use the suction hose and strainer provided among the standard accessories. If another suction hose is used, it must be used with the strainer.
A crush resistant hose is recommended.
During operation, if the suction hose is crushed, it can cause the pump to fail.","Cleaning debris from intake guard. Never use the blower without the GUARD the blower. Before each use, check that the GUARD is attached in place and is free from any damage. POTENTIAL HAZARD Muffler surface becomes hot when Backpack blower is in operation and remains hot for some","Use the full blower nozzle extension the air stream can work close to the ground. After using blowers and other equipment, CLEAN UP! Dispose debris in trash receptacles.",0.24051417410373688,0.3394106328487396,1.2324657440185547,1.1494253873825073
What are the risks of using a non-recommended suction hose without a strainer?," Fix the suction hose and the outlet hose to the pump, as shown.
WARNING: Always use the suction hose and strainer provided among the standard accessories. If another suction hose is used, it must be used with the strainer.
A crush resistant hose is recommended.
During operation, if the suction hose is crushed, it can cause the pump to fail.","18. not allow bystanders in work area. 19. not operate without guard(s) in place. 20. not operate in unventilated area. 21. To reduce the risk injury associated with the inhalation dust, use face filter mask in dusty conditions.","Cleaning debris from intake guard. Never use the blower without the GUARD the blower. Before each use, check that the GUARD is attached in place and is free from any damage. POTENTIAL HAZARD Muffler surface becomes hot when Backpack blower is in operation and remains hot for some",0.052582986652851105,0.24051417410373688,1.3765296936035156,1.2324657440185547
Identify and list all components necessary for safe hose operation.," Fix the suction hose and the outlet hose to the pump, as shown.
WARNING: Always use the suction hose and strainer provided among the standard accessories. If another suction hose is used, it must be used with the strainer.
A crush resistant hose is recommended.
During operation, if the suction hose is crushed, it can cause the pump to fail.","STEP Locate and identify all the components (see sketch). STEP Prepare the flat head screwdriver, Using the BAND, connect the BENT PIPE and FLEXIBLE PIPE to the blower, and the SWIVEL PIPE to the FLEXIBLE PIPE (see sketch).","TABLE CONTENTS FOREWORD This Owner Operator Manual is designed to familiarize the operator with the various features and component parts the equipment and to assist you with the assembly, operation and maintenance your new Backpack Blower.",0.28088629245758057,0.16490310430526733,1.19926118850708,1.2923598289489746
What does the warning about hose crushing suggest about the pump's dependency on steady suction?," Fix the suction hose and the outlet hose to the pump, as shown.
WARNING: Always use the suction hose and strainer provided among the standard accessories. If another suction hose is used, it must be used with the strainer.
A crush resistant hose is recommended.
During operation, if the suction hose is crushed, it can cause the pump to fail.","Vibration is generally warning trouble. 16. Avoid using the Backpack blower near rocks, gravel, stones and similar matter in order to avoid dangerous flying debris. 17. Use the Backpack blower only in daylight or good artificial light. 18. not allow bystanders in work area.","instructions provided on page this manual. 14. not put hands or feet near or under the rotating parts. Keep clear at all times. 15. If the Backpack blower should start to vibrate abnormally, stop the engine immediately and check for the cause.",0.10199573636054993,0.22483573853969574,1.340152382850647,1.245121955871582
What is the central warning or message of this instruction?," Fix the suction hose and the outlet hose to the pump, as shown.
WARNING: Always use the suction hose and strainer provided among the standard accessories. If another suction hose is used, it must be used with the strainer.
A crush resistant hose is recommended.
During operation, if the suction hose is crushed, it can cause the pump to fail.","Important safety instructions will identified the following safety symbol Failure to comply with the instructions in this manual may result in serious injury or death. For additional assistance, contact any local authorized Maruyama dealer or Maruyama U.S., Inc.,",This symbol accompanied the words WARNING and DANGER calls attention to act or condition that can lead to serious personal injury to operator and bystanders. Prohibition fire Don put naked flame close to place where supplying fuel or doing maintenance.,0.018535152077674866,-0.03196035325527191,1.4010459184646606,1.4366352558135986
Why is it important to ensure the strainer is completely submerged but not touching sandy or muddy surfaces?,"BEFORE OPERATION                                                                                                                                            PUMP SECTION
1. Check that there are no loose screws or components on the machinery.
2. Place the pump on a level surface, but not immediately next to the water supply.
If the pump must be placed on a sloping or inclined surface, a level platform must be used. Be
sure to secure the pump adequately.
3. Where the weight of the suction hose causes the pump to tilt or move, secure the pump adequately.
4. Always attach the strainer to the end of the suction hose. If the pump is operated without the
strainer, pebbles and other materials will be sucked into the pump and could cause damage
and pump failure.
5. Be sure that the strainer is completely submerged, but not in contact with sandy or muddy bottom surfaces.
6. Secure the suction and outlet hoses tightly to the pump to avoid sucking air.","Check your equipment before operation, especially the muffler, air intakes, and air filters. Use rakes and brooms to loosen debris before blowing. In dusty conditions, slightly dampen surfaces when water is available.","In dusty conditions, slightly dampen surfaces when water is available. Conserve water using Backpack blower instead hoses for many lawn and garden applications, including areas such gutters, screens, patios, grills, porches, and gardens.",0.279485285282135,0.19762656092643738,1.20042884349823,1.2667860984802246
What might be the consequences of operating the pump without tightly securing the suction and outlet hoses?,"BEFORE OPERATION                                                                                                                                            PUMP SECTION
1. Check that there are no loose screws or components on the machinery.
2. Place the pump on a level surface, but not immediately next to the water supply.
If the pump must be placed on a sloping or inclined surface, a level platform must be used. Be
sure to secure the pump adequately.
3. Where the weight of the suction hose causes the pump to tilt or move, secure the pump adequately.
4. Always attach the strainer to the end of the suction hose. If the pump is operated without the
strainer, pebbles and other materials will be sucked into the pump and could cause damage
and pump failure.
5. Be sure that the strainer is completely submerged, but not in contact with sandy or muddy bottom surfaces.
6. Secure the suction and outlet hoses tightly to the pump to avoid sucking air.",Never operate Backpack blower when you are fatigued. Never operate Backpack blower without proper guards or other protective safety devices in place. Dress properly not wear loose clothing or jewelry that can caught in moving parts. Always wear substantial,should checked for correct tightness. Always inspect for fuel leaks. not attempt to start or operate Backpack blower that indicates fuel leak. AIR FILTER Maintenance Interval,0.14296600222587585,0.3658469021320343,1.309224247932434,1.1261910200119019
What does the instruction about avoiding air suction imply about the pump’s operation?,"BEFORE OPERATION                                                                                                                                            PUMP SECTION
1. Check that there are no loose screws or components on the machinery.
2. Place the pump on a level surface, but not immediately next to the water supply.
If the pump must be placed on a sloping or inclined surface, a level platform must be used. Be
sure to secure the pump adequately.
3. Where the weight of the suction hose causes the pump to tilt or move, secure the pump adequately.
4. Always attach the strainer to the end of the suction hose. If the pump is operated without the
strainer, pebbles and other materials will be sucked into the pump and could cause damage
and pump failure.
5. Be sure that the strainer is completely submerged, but not in contact with sandy or muddy bottom surfaces.
6. Secure the suction and outlet hoses tightly to the pump to avoid sucking air.","instructions provided on page this manual. 14. not put hands or feet near or under the rotating parts. Keep clear at all times. 15. If the Backpack blower should start to vibrate abnormally, stop the engine immediately and check for the cause.","Vibration is generally warning trouble. 16. Avoid using the Backpack blower near rocks, gravel, stones and similar matter in order to avoid dangerous flying debris. 17. Use the Backpack blower only in daylight or good artificial light. 18. not allow bystanders in work area.",0.2587221562862396,0.18381893634796143,1.2176024913787842,1.2776392698287964
Why must the strainer be attached even if the water appears clean?,"BEFORE OPERATION                                                                                                                                            PUMP SECTION
1. Check that there are no loose screws or components on the machinery.
2. Place the pump on a level surface, but not immediately next to the water supply.
If the pump must be placed on a sloping or inclined surface, a level platform must be used. Be
sure to secure the pump adequately.
3. Where the weight of the suction hose causes the pump to tilt or move, secure the pump adequately.
4. Always attach the strainer to the end of the suction hose. If the pump is operated without the
strainer, pebbles and other materials will be sucked into the pump and could cause damage
and pump failure.
5. Be sure that the strainer is completely submerged, but not in contact with sandy or muddy bottom surfaces.
6. Secure the suction and outlet hoses tightly to the pump to avoid sucking air.","Cleaning debris from intake guard. Never use the blower without the GUARD the blower. Before each use, check that the GUARD is attached in place and is free from any damage. POTENTIAL HAZARD Muffler surface becomes hot when Backpack blower is in operation and remains hot for some",before using again. AIR FILTER (PAPER) Clean AIR FILTER (PAPER) gently tapping. Replace filter if is damaged or very dirty. Reassemble components in reverse order. Reinstall the air cleaner cover and tighten the knob. FILTER CASE AIR FILTER (PAPER) FOAM FILTER,0.17826645076274872,0.24554777145385742,1.2819777727127075,1.228374719619751
List all checks or setup steps to perform before operating the pump.,"BEFORE OPERATION                                                                                                                                            PUMP SECTION
1. Check that there are no loose screws or components on the machinery.
2. Place the pump on a level surface, but not immediately next to the water supply.
If the pump must be placed on a sloping or inclined surface, a level platform must be used. Be
sure to secure the pump adequately.
3. Where the weight of the suction hose causes the pump to tilt or move, secure the pump adequately.
4. Always attach the strainer to the end of the suction hose. If the pump is operated without the
strainer, pebbles and other materials will be sucked into the pump and could cause damage
and pump failure.
5. Be sure that the strainer is completely submerged, but not in contact with sandy or muddy bottom surfaces.
6. Secure the suction and outlet hoses tightly to the pump to avoid sucking air.","BEFORE OPERATION sure the Backpack blower is correctly assembled and all fasteners and fittings are properly secured. THROTTLE LEVER Before operating the Backpack blower, release the knob, adjust the throttle grip to the position and grip angle in the","button. REGULAR MAINTENANCE Before each use, the Backpack blower should inspected for proper assembly and fitness all components. All fasteners should checked for correct tightness. Always inspect for fuel leaks.",0.27035123109817505,0.28419914841651917,1.208013892173767,1.1964956521987915
Why is it necessary to open the fuel tank cap slowly during refueling?,"FUELING
WARNING! The following precautions will lessen the risk of fire.
1. Do not smoke near fuel.
2. Mix and pour fuel outdoors and where there are no sparks or flames.
3. Always shut off the engine before refueling. Never remove the fuel tank cap while the engine
is running or right after just stopping the engine.
4. Always open the fuel tank cap slowly to release any
possible overpressure inside the tank.
5. Do not overfill the fuel tank. Stop filling 1/4-1/2 inch
from the top of the tan.
6. Tighten the tank fuel cap carefully but firmly after
refilling..
7. Wipe up any spilled fuel before starting the engine.
8. Move the water pump at least 10 feet away from the
fueling location and fuel storage container before
starting the engine.",during cap removal. Always shake the premix fuel container momentarily before filling the fuel tank. Always use spout or funnel when fueling to reduce fuel spillage. Only fill the tank to within inch from the top the tank. Avoid filing to the top the tank filler neck. NOTE,not fill the fuel tank when the engine is hot or running Fill the fuel tank outdoors and only to one-half inch from the top the tank. not fill the filler neck. Wipe away any spilled gasoline before starting the engine.,0.5653144121170044,0.645777702331543,0.9324007630348206,0.8416914939880371
What does the repeated emphasis on distance and flame avoidance suggest about the properties of fuel vapors?,"FUELING
WARNING! The following precautions will lessen the risk of fire.
1. Do not smoke near fuel.
2. Mix and pour fuel outdoors and where there are no sparks or flames.
3. Always shut off the engine before refueling. Never remove the fuel tank cap while the engine
is running or right after just stopping the engine.
4. Always open the fuel tank cap slowly to release any
possible overpressure inside the tank.
5. Do not overfill the fuel tank. Stop filling 1/4-1/2 inch
from the top of the tan.
6. Tighten the tank fuel cap carefully but firmly after
refilling..
7. Wipe up any spilled fuel before starting the engine.
8. Move the water pump at least 10 feet away from the
fueling location and fuel storage container before
starting the engine.",This symbol accompanied the words WARNING and DANGER calls attention to act or condition that can lead to serious personal injury to operator and bystanders. Prohibition fire Don put naked flame close to place where supplying fuel or doing maintenance.,"footwear, long pant, and long sleeved shirt. 10. Gasoline is highly flammable handle carefully. not smoke while handling gasoline. Use approved fuel container for storing the gasoline oil mixture. not fill the fuel tank when the engine is hot or running",0.36121228337287903,0.46128565073013306,1.1302988529205322,1.0379927158355713
What core safety principle is reinforced throughout these fueling instructions?,"FUELING
WARNING! The following precautions will lessen the risk of fire.
1. Do not smoke near fuel.
2. Mix and pour fuel outdoors and where there are no sparks or flames.
3. Always shut off the engine before refueling. Never remove the fuel tank cap while the engine
is running or right after just stopping the engine.
4. Always open the fuel tank cap slowly to release any
possible overpressure inside the tank.
5. Do not overfill the fuel tank. Stop filling 1/4-1/2 inch
from the top of the tan.
6. Tighten the tank fuel cap carefully but firmly after
refilling..
7. Wipe up any spilled fuel before starting the engine.
8. Move the water pump at least 10 feet away from the
fueling location and fuel storage container before
starting the engine.",during cap removal. Always shake the premix fuel container momentarily before filling the fuel tank. Always use spout or funnel when fueling to reduce fuel spillage. Only fill the tank to within inch from the top the tank. Avoid filing to the top the tank filler neck. NOTE,This symbol accompanied the words WARNING and DANGER calls attention to act or condition that can lead to serious personal injury to operator and bystanders. Prohibition fire Don put naked flame close to place where supplying fuel or doing maintenance.,0.5653144121170044,0.36121228337287903,0.9324007630348206,1.1302988529205322
What are the potential consequences of removing the fuel tank cap while the engine is running or just after stopping it?,"FUELING
WARNING! The following precautions will lessen the risk of fire.
1. Do not smoke near fuel.
2. Mix and pour fuel outdoors and where there are no sparks or flames.
3. Always shut off the engine before refueling. Never remove the fuel tank cap while the engine
is running or right after just stopping the engine.
4. Always open the fuel tank cap slowly to release any
possible overpressure inside the tank.
5. Do not overfill the fuel tank. Stop filling 1/4-1/2 inch
from the top of the tan.
6. Tighten the tank fuel cap carefully but firmly after
refilling..
7. Wipe up any spilled fuel before starting the engine.
8. Move the water pump at least 10 feet away from the
fueling location and fuel storage container before
starting the engine.",during cap removal. Always shake the premix fuel container momentarily before filling the fuel tank. Always use spout or funnel when fueling to reduce fuel spillage. Only fill the tank to within inch from the top the tank. Avoid filing to the top the tank filler neck. NOTE,Always remove the spark plug cap from spark plug when servicing the engine to prevent accidental starting.,0.5653144121170044,0.39364442229270935,0.9324007630348206,1.101231575012207
"Group the instructions into categories: fueling environment, engine handling, and post-fueling actions.","FUELING
WARNING! The following precautions will lessen the risk of fire.
1. Do not smoke near fuel.
2. Mix and pour fuel outdoors and where there are no sparks or flames.
3. Always shut off the engine before refueling. Never remove the fuel tank cap while the engine
is running or right after just stopping the engine.
4. Always open the fuel tank cap slowly to release any
possible overpressure inside the tank.
5. Do not overfill the fuel tank. Stop filling 1/4-1/2 inch
from the top of the tan.
6. Tighten the tank fuel cap carefully but firmly after
refilling..
7. Wipe up any spilled fuel before starting the engine.
8. Move the water pump at least 10 feet away from the
fueling location and fuel storage container before
starting the engine.",not fill the fuel tank when the engine is hot or running Fill the fuel tank outdoors and only to one-half inch from the top the tank. not fill the filler neck. Wipe away any spilled gasoline before starting the engine.,Don put naked flame close to place where supplying fuel or doing maintenance. Cautions for exhaust gas. Take care not to breathe in exhaust gas from the engine. Read Owner Operator Manual thoroughly. Make sure you read the Owner Operator Manual thoroughly prior to use.,0.645777702331543,0.6426450610160828,0.8416914939880371,0.8454052805900574
